ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagec.drinker	Averagec.no_drinker	Medianc.drinker	Medianc.no_drinker
hsa-miR-1200	4.59961267324559	0.842626243586569	0.506619866489606	1.66323174301309	0.0962660558566152	0.473360556792289	c.no_drinker_vs_c.drinker	FALSE	4.03956970921594	6.16887961526353	1.80001718883742	1.9244260429712
hsa-miR-1200-3p:Novel	6.31220163987614	0.191090675432419	0.418347339325765	0.456775166158325	0.647832657302833	0.877881341164875	c.no_drinker_vs_c.drinker	FALSE	4.82364751102129	8.12665668390948	3.33863538561228	3.46668236306467
hsa-miR-1202	29.2336525765526	0.364307635733008	0.335302472796835	1.0865044707074	0.277255864051872	0.677073517708348	c.no_drinker_vs_c.drinker	FALSE	27.1790658017571	38.9080009236627	16.0830620188438	25.2700694132727
hsa-miR-1202-3p:Novel	25.8457448524255	-0.0607693438537982	0.380248429136824	-0.15981484523617	0.873026929583688	0.95503855024155	c.no_drinker_vs_c.drinker	FALSE	29.4014074407791	114.433766844476	13.2967855203672	14.2613620425714
hsa-miR-1203	237.020745291066	-0.0887298879782173	0.420224334364787	-0.211148857222516	0.832771116989113	0.941234731474859	c.no_drinker_vs_c.drinker	FALSE	144.406848727282	339.280054372295	60.6673746451254	120.676642531195
hsa-miR-1203-3p:Novel	1.71202015082112	0.205612706143141	0.506370362334174	0.406052015357583	0.684704381936004	NA	c.no_drinker_vs_c.drinker	NA	1.77831892046257	1.82541286319616	0.692837108158619	1.10880825278452
hsa-miR-1204	13.1003438232833	-1.39713129049997	0.52133258384353	-2.67992320794454	0.00736390514689106	0.151186006405484	c.no_drinker_vs_c.drinker	FALSE	15.8153631302718	13.1561059633666	4.16138627052813	4.1071055881697
hsa-miR-1204-3p:Novel	1.73419994747914	0.407049086429813	0.511602436293368	0.795635551266999	0.426243896652437	NA	c.no_drinker_vs_c.drinker	NA	1.39961094994381	1.97720177795444	0.297908670216753	1.49846255500466
hsa-miR-1205	1.07658325870861	0.241814746642279	0.626289701984632	0.38610685418585	0.69941753381112	NA	c.no_drinker_vs_c.drinker	NA	0.92691808695055	1.19737883136133	0	0.468551948544606
hsa-miR-1205-3p:Novel	1.80224647939371	0.00670952125561519	0.474422641242629	0.0141424980014472	0.988716295337478	NA	c.no_drinker_vs_c.drinker	NA	1.59422402309219	2.33028166096541	0.930413800543251	1.1802132886808
hsa-miR-1206	0.19077757406538	0.880087514648763	3.88494921914435	0.226537713881007	0.82078323009277	NA	c.no_drinker_vs_c.drinker	NA	0.134694298532394	0.162515447020328	0	0
