ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-29b-2-5p	2.59944960586121	0.59039521013674	0.498699260422678	1.18387023400906	0.23646443466149	NA	yes_vs_no	NA	2.175	2.625	1.065	1.432
hsa-miR-29b-3p	4.68978636982996	0.3156890121262	0.441020364700534	0.715815044823525	0.474105561370104	NA	yes_vs_no	NA	4.363	4.373	2.199	2.755
hsa-miR-29c-3p	2.59648308884747	-0.384916389430918	0.634736624899885	-0.60641906316912	0.544236512863056	NA	yes_vs_no	NA	3.438	1.934	0.547	0.371
hsa-miR-29c-5p	0.688670024044841	1.25515760743504	0.728606073070869	1.72268342774705	0.0849457888204962	NA	yes_vs_no	NA	0.569	0.753	0	0
hsa-miR-300	36.5106461587401	0.112517511016891	0.427554455178045	0.263165334039229	0.792423148718003	0.90799835697211	yes_vs_no	FALSE	33.811	33.179	19.952	14.584
hsa-miR-300-5p:Novel	2.62387097057734	0.750311877461845	0.579344317960049	1.29510526676743	0.195283918299876	NA	yes_vs_no	NA	1.284	3.308	0.541	0.84
hsa-miR-301a-3p	0.662800692624947	1.11661094081622	0.876978905709407	1.27324720531672	0.202930334479119	NA	yes_vs_no	NA	0.911	0.481	0	0
hsa-miR-301a-5p	0.69766265534232	2.10667558170733	0.822849654431675	2.56021931875559	0.010460612468601	NA	yes_vs_no	NA	0.317	0.958	0	0
hsa-miR-301b-3p	1.63740971264468	0.915559210275292	0.644705932115658	1.42011910340394	0.155573009618433	NA	yes_vs_no	NA	1.085	1.79	0.132	0.597
hsa-miR-301b-5p	0.638690511546139	0.0355294192817903	0.598609857042651	0.059353214558341	0.952670776696751	NA	yes_vs_no	NA	0.504	0.684	0	0
hsa-miR-302a-3p	0.780811972721242	1.12555713111857	0.925509718373643	1.21614836535316	0.223928409147428	NA	yes_vs_no	NA	0.575	0.866	0	0
hsa-miR-302a-5p	1.05187550876683	-0.021512507869665	0.777272268194023	-0.0276769270562667	0.977919826194741	NA	yes_vs_no	NA	1.382	0.786	0	0
hsa-miR-302b-3p	0.148429165864229	1.31979357841966	2.14833099051433	0.614334375963029	0.538994391004512	NA	yes_vs_no	NA	0.055	0.179	0	0
hsa-miR-302b-5p	1.26658704346174	1.13696573139747	0.611716469494189	1.85864822691074	0.0630770164548196	NA	yes_vs_no	NA	0.983	1.409	0.331	0.344
hsa-miR-302c-3p	0.531053200006427	0.941331646284123	0.878395395123351	1.0716491132697	0.283877664923326	NA	yes_vs_no	NA	0.572	0.426	0	0
hsa-miR-302c-5p	23.3795569402238	-0.168771204162935	0.46133031792383	-0.365835926245803	0.714487510135693	0.868036616863789	yes_vs_no	FALSE	16.926	24.14	6.503	7.271
hsa-miR-302d-3p	0.184490341119373	-0.170192892089963	1.74875412906195	-0.0973223675424607	0.922470393584766	NA	yes_vs_no	NA	0.144	0.188	0	0
hsa-miR-302d-5p	0.312134083448006	0.162025817855047	0.962387116935327	0.168358257299838	0.866301445154856	NA	yes_vs_no	NA	0.384	0.226	0	0
hsa-miR-302e	2.99049076942482	0.488727452260457	0.594671041722456	0.821845050407809	0.411165090133266	NA	yes_vs_no	NA	3.661	2.105	0.972	0.842
hsa-miR-302e-3p:Novel	4.61338612743988	0.646980124224406	0.410234996869775	1.5770963695469	0.114773352452084	NA	yes_vs_no	NA	3.727	4.937	2.771	2.079
hsa-miR-302f	0.356805113658635	0.000476694829784493	0.995416546016233	0.000478889799142157	0.999617901237543	NA	yes_vs_no	NA	0.528	0.218	0	0
hsa-miR-302f-5p:Novel	0.0896043746658886	1.21323857101665	3.18830202785793	0.38052811823219	0.703553428242869	NA	yes_vs_no	NA	0.099	0.077	0	0
hsa-miR-3059-3p	10.0815041341641	1.06790073904473	0.667219258633725	1.60052445313327	0.109482286646445	0.355039456695835	yes_vs_no	FALSE	9.09	10.339	1.519	1.148
hsa-miR-3059-5p	1.00076929666322	0.972336885188359	0.76226160569603	1.27559472748271	0.202098818891958	NA	yes_vs_no	NA	0.685	1.134	0	0
hsa-miR-3064-3p	0.184930185781759	1.13350486421998	1.86211263060514	0.608719819408358	0.542710167748259	NA	yes_vs_no	NA	0.079	0.238	0	0
hsa-miR-3064-5p	53.6390737759599	-0.191663350274181	0.35848915939781	-0.534641969637625	0.592897456084758	0.78242513920754	yes_vs_no	FALSE	51.319	48.064	30.449	29.114
hsa-miR-3065-3p	0.612278530242858	0.574749319900826	0.741906128654997	0.774692778104947	0.43852121945541	NA	yes_vs_no	NA	0.515	0.635	0	0
hsa-miR-3065-5p	1.2293310239306	1.06174308211277	0.656008043610283	1.61849095061329	0.105556835485001	NA	yes_vs_no	NA	0.779	1.509	0.398	0
hsa-miR-3074-3p	2.30801934576557	0.787225371198038	0.524749607879217	1.50019239533998	0.133564572564957	NA	yes_vs_no	NA	1.356	2.692	0.903	0.666
hsa-miR-3074-5p	11.0423390348471	0.131374048881994	0.507275169689648	0.258979853010288	0.795650785284282	0.90799835697211	yes_vs_no	FALSE	14.186	7.231	3.959	3.436
hsa-miR-3085-3p	0.629337249811834	0.727533494830127	0.816195575197343	0.891371525328622	0.372729888483599	NA	yes_vs_no	NA	0.412	0.762	0	0
hsa-miR-3085-5p	20.4410164605467	0.0264162347853919	0.428385788426616	0.0616645918213441	0.950829937916646	0.979713934388662	yes_vs_no	FALSE	18.42	20.633	9.604	11.341
hsa-miR-30a-3p	4.55387122187871	-0.16237223067447	0.652784805563465	-0.248737760576879	0.803563637887059	NA	yes_vs_no	NA	3.79	5.041	0.313	1.135
hsa-miR-30a-5p	16.7831840461163	-0.0523566303189963	0.476758386008475	-0.109817953612389	0.912553752240502	0.963208544206754	yes_vs_no	FALSE	23.853	8.343	3.487	4.196
hsa-miR-30b-3p	2.42989087935981	0.479861550091227	0.439071692332945	1.09290022215176	0.274437610745766	NA	yes_vs_no	NA	2.241	2.447	1.26	1.308
hsa-miR-30b-5p	7.33273773046983	1.95955282238529	0.622442400123379	3.14816731957346	0.00164297620542022	0.0681535437912366	yes_vs_no	FALSE	4.127	10.446	0.805	0.934
hsa-miR-30c-1-3p	6.72759053267026	0.601439723842333	0.461231683405212	1.3039861429336	0.192238307077175	0.445127445353975	yes_vs_no	FALSE	4.635	7.769	1.075	1.942
hsa-miR-30c-2-3p	3.63405991018601	0.852582760858603	0.453277166139232	1.88093031052157	0.0599813993992714	NA	yes_vs_no	NA	2.959	3.752	2.115	1.721
hsa-miR-30c-5p	10.4968366610951	0.588127810895356	0.381502767416017	1.54160824278903	0.123168821305096	0.366690832652214	yes_vs_no	FALSE	7.669	11.655	4.695	4.574
hsa-miR-30d-3p	0.579628875344058	1.50526455134744	0.731322748250344	2.05827667052436	0.039563582349999	NA	yes_vs_no	NA	0.46	0.613	0	0
hsa-miR-30d-5p	58.3137345167867	1.11691831805327	0.472956345578734	2.36156746493495	0.018197860436636	0.142739467799864	yes_vs_no	FALSE	18.751	96.064	4.033	5.553
hsa-miR-30e-3p	14.5253567787416	0.293854376124853	0.576864496533925	0.509399309353356	0.610472360348171	0.793297432180818	yes_vs_no	FALSE	4.34	22.748	1.749	1.735
hsa-miR-30e-5p	14.8389054994751	0.781517958212296	0.473176879542192	1.65164020475479	0.0986079189258407	0.335949514204242	yes_vs_no	FALSE	6.953	22.231	2.659	3.068
hsa-miR-31-3p	1.42154784954444	1.63625472521058	0.762680332698157	2.1454004450619	0.0319208435540432	NA	yes_vs_no	NA	0.494	1.936	0	0.198
hsa-miR-31-5p	6.27669468426891	1.28541457366593	0.518207944323901	2.48049955186038	0.0131198428709215	0.126656944638512	yes_vs_no	FALSE	3.063	8.649	1.826	2.335
hsa-miR-3115	0.643126365556021	0.302834160073835	0.793745888139791	0.381525327688376	0.702813481093058	NA	yes_vs_no	NA	1.046	0.317	0	0
hsa-miR-3115-3p:Novel	7.37375441352315	0.307140934175935	0.464113897806725	0.661779221926769	0.50811272423782	0.72271077536279	yes_vs_no	FALSE	2.245	11.872	1.286	1.511
hsa-miR-3116	1.65648737441879	-0.561072860308442	0.498946373938009	-1.12451535799346	0.260794458907023	NA	yes_vs_no	NA	2.255	1.228	0.705	0.594
hsa-miR-3116-5p:Novel	1.20392333513441	0.5096120322621	1.01332758956536	0.502909461372392	0.615027928789651	NA	yes_vs_no	NA	2.849	0.302	0	0
hsa-miR-3117-3p	1.0442557271796	0.752648843671386	0.711957051162993	1.05715484163254	0.290440925628313	NA	yes_vs_no	NA	1.09	0.96	0.138	0
hsa-miR-3117-5p	0.736639621191237	1.09638696035528	0.779614925822087	1.40631858631896	0.15962954343885	NA	yes_vs_no	NA	0.517	0.802	0	0
hsa-miR-3118	5.05308171885457	0.531790229263457	0.705348745393375	0.75393942746276	0.45088559432085	NA	yes_vs_no	NA	3.243	5.922	0.539	0.699
hsa-miR-3118-2-5p:Novel, hsa-miR-3118-3-5p:Novel, hsa-miR-3118-4-5p:Novel	1.51907087172249	0.897137056225963	0.504873372129755	1.77695459049758	0.075575711406494	NA	yes_vs_no	NA	1.062	1.717	0.739	0.638
hsa-miR-3119	0.927174956012372	0.732798278765176	0.597416304360797	1.22661245335316	0.219968286314262	NA	yes_vs_no	NA	0.64	1.029	0	0.344
hsa-miR-3119-3p:Novel	2.00468975428537	0.117695243441989	0.727898696499002	0.161691790365983	0.871548569807268	NA	yes_vs_no	NA	1.573	2.22	0.492	0.289
hsa-miR-3120-3p	1.64619245334708	0.274413772864519	0.621828966435507	0.441301045265764	0.658995069503501	NA	yes_vs_no	NA	1.149	1.965	0.473	0.344
hsa-miR-3120-5p	1.62859146827589	0.970812490724905	0.485382466371986	2.00009798042622	0.0454896848171302	NA	yes_vs_no	NA	1.279	1.816	0.739	0.504
hsa-miR-3121-3p	4.14805243665757	0.50076874544498	0.60436604644197	0.828585173493962	0.407339180545284	NA	yes_vs_no	NA	2.062	5.201	0.802	0.416
hsa-miR-3121-5p	0.146235422884076	1.53221649420348	1.96518005285961	0.779682498798976	0.435577782712135	NA	yes_vs_no	NA	0.072	0.181	0	0
hsa-miR-3122	1.53880962434095	0.00419673874451862	0.539505014557119	0.00777886883584156	0.993793423249589	NA	yes_vs_no	NA	1.571	1.396	0.52	0.574
hsa-miR-3122-3p:Novel	7.50910655100898	0.973914238762819	0.510621847513157	1.90731016212095	0.0564804350392776	0.256830602370965	yes_vs_no	FALSE	8.467	6.355	2.301	2.495
hsa-miR-3123	6.25590753127556	0.599732711913104	0.387601387077964	1.54729248116047	0.121792733982477	0.366546477573163	yes_vs_no	FALSE	5.598	6.337	3.983	4.047
hsa-miR-3123-5p:Novel	2.88535089996626	1.29519549894793	0.656997678098127	1.97138519986442	0.0486798326209087	NA	yes_vs_no	NA	2.013	3.248	0.398	0.277
hsa-miR-3124-3p	0.162722769866495	0.369218938118009	2.68325119446931	0.137601331876434	0.890555502858026	NA	yes_vs_no	NA	0.172	0.145	0	0
hsa-miR-3124-5p	5.53997914981457	0.235937508448884	0.478192373723603	0.493394544567239	0.621733836323341	0.800283040600813	yes_vs_no	FALSE	2.284	8.4	1.569	1.836
hsa-miR-3125	3076.04521907343	0.428488402362113	0.301627163548925	1.42058956932309	0.155436112599392	0.404714359568957	yes_vs_no	FALSE	3670.159	2524.052	1576.94	1727.559
hsa-miR-3125-3p:Novel	13.2711929355199	0.251305412868982	0.376125288665367	0.668142824856866	0.504042427765154	0.718017306294288	yes_vs_no	FALSE	17.049	9.677	5.332	5.963
hsa-miR-3126-3p	0.221729494959543	0.84411013884845	1.57191820423507	0.536993678535082	0.591271980619385	NA	yes_vs_no	NA	0.096	0.28	0	0
hsa-miR-3126-5p	1.47595080121554	-0.183533638883234	0.476369762198737	-0.38527558515913	0.700033248226955	NA	yes_vs_no	NA	1.233	1.489	0.896	0.745
hsa-miR-3127-3p	4.1113933059304	0.278471148203009	0.52368498085596	0.531753169143497	0.59489696165781	NA	yes_vs_no	NA	4.108	3.839	1.753	1.445
hsa-miR-3127-5p	23.5517971167513	0.652077434947097	0.37766200418736	1.72661646582694	0.0842365667776594	0.31531424756803	yes_vs_no	FALSE	18.098	26.837	12.222	15.89
hsa-miR-3128	0.325342234112952	1.48116366028444	1.10769894767747	1.33715362228159	0.181172496875087	NA	yes_vs_no	NA	0.242	0.341	0	0
hsa-miR-3128-3p:Novel	3.29492563190806	1.0870584592941	0.673894701883839	1.61309839097307	NA	NA	yes_vs_no	NA	4.468	1.95	0.548	0
hsa-miR-3129-3p	0.335610513106687	0.884184641723032	1.11068866315427	0.796068845442261	0.425992021089019	NA	yes_vs_no	NA	0.316	0.316	0	0
hsa-miR-3129-5p	1.35034009400208	-0.151866506929595	0.647493198491541	-0.234545331570118	0.814561644949209	NA	yes_vs_no	NA	1.472	1.137	0.139	0.139
hsa-miR-3130-3p	19.5563015728404	0.823171926231999	0.39084804580637	2.1061175437981	0.0351941432652077	0.207536771848096	yes_vs_no	FALSE	13.745	22.022	8.843	10.076
hsa-miR-3130-5p	6.22206198565622	0.447639179719778	0.388180983908741	1.15317132542746	0.248840070552441	0.503397818507677	yes_vs_no	FALSE	5.8	5.766	2.591	3.78
hsa-miR-3131	4.57290337083933	0.915361512878647	0.577119987492763	1.5860852729349	0.112719967148028	NA	yes_vs_no	NA	10.397	1.539	0	0.755
hsa-miR-3131-3p:Novel	5.74860435325924	0.379673661429841	0.441802531581372	0.859374119181369	0.390134143697727	0.631969887750499	yes_vs_no	FALSE	5.988	5.409	2.578	2.704
hsa-miR-3132	8.08839403634206	1.32629980455917	0.53121433212869	2.49673196738576	0.0125343658461529	0.124828768614023	yes_vs_no	FALSE	3.788	10.074	2.429	2.526
hsa-miR-3132-3p:Novel	6.49932847970626	0.0416346682811416	0.394866840572388	0.1054397685579	0.916026861175219	0.965302477770228	yes_vs_no	FALSE	4.11	7.622	3.327	3.489
hsa-miR-3133	1.45770857711917	0.34250914425569	0.545243758748065	0.628176184982155	0.529888529434503	NA	yes_vs_no	NA	1.673	1.121	0.899	0.421
hsa-miR-3133-3p:Novel	4.03997003533255	0.409668124626165	0.413042322283603	0.991830867019189	0.321280037586992	NA	yes_vs_no	NA	3.909	3.779	2.449	2.015
hsa-miR-3134	2.64825404465455	0.0324768809255073	0.616176558062838	0.0527071023727509	0.957965280018648	NA	yes_vs_no	NA	2.658	2.32	0.913	0.574
hsa-miR-3134-5p:Novel	0.464346674137929	1.00222162501801	0.967021250812769	1.03640082798145	0.300015184260887	NA	yes_vs_no	NA	0.277	0.582	0	0
hsa-miR-3135a	8.99107936455019	0.686022710130988	0.350337914704771	1.958174326376	0.0502095606002669	0.242357686743596	yes_vs_no	FALSE	7.087	9.893	4.523	5.508
hsa-miR-3135a-3p:Novel	6.9533850078213	0.161478146257062	0.35577455650792	0.453877724821133	0.649916836972685	0.819560716152607	yes_vs_no	FALSE	4.922	8.096	2.805	3.996
hsa-miR-3135b	10.7149674667812	0.319378060405918	0.367614292356999	0.868785754651136	0.38496432622256	0.628257775564777	yes_vs_no	FALSE	7.651	13.523	4.412	3.897
hsa-miR-3135b-3p:Novel	11.5933053741817	0.186530383228613	0.340593615056696	0.547662595488064	0.583923600098311	0.773837505938099	yes_vs_no	FALSE	4.521	18.071	3.494	2.704
hsa-miR-3136-3p	0.228900831094551	0.622742473034556	1.44336134961579	0.43145292285977	0.666139076036436	NA	yes_vs_no	NA	0.113	0.327	0	0
hsa-miR-3136-5p	21.9712532824715	0.379833318004539	0.386867694028425	0.981817101473017	0.326189961527991	0.574955620389928	yes_vs_no	FALSE	25.333	17.193	13.159	12.58
hsa-miR-3137	123.952190169643	0.289211303991808	0.34879707830555	0.829167794056048	0.407009466197174	0.643321007654224	yes_vs_no	FALSE	78.273	154.535	51.232	68.044
hsa-miR-3137-3p:Novel	62.9112125278988	0.0167819909901964	0.474822176567772	0.03534373881082	0.971805646573775	0.984355194874969	yes_vs_no	FALSE	68.374	53.314	18.469	31.615
hsa-miR-3138	2.46485586380857	0.824298072778905	0.419520842617574	1.96485606683031	0.0494308988115042	NA	yes_vs_no	NA	2.574	2.241	2.079	1.165
hsa-miR-3138-5p:Novel	212.028965824551	-0.117293382456326	0.320190048112006	-0.366324260069743	0.714123128940616	0.868036616863789	yes_vs_no	FALSE	217.562	181.999	162.521	134.508
hsa-miR-3139	2.02226947169361	0.578656821943428	0.453656392539843	1.27553988317845	0.202118216912199	NA	yes_vs_no	NA	2.048	1.778	1.03	1.399
hsa-miR-3139-3p:Novel	2.28008313459393	1.66526567143323	0.630401792220462	2.64159412613291	0.00825168749164185	NA	yes_vs_no	NA	1.539	2.638	0.576	0.419
hsa-miR-3140-3p	2.53531814502741	0.143934067244561	0.56273703369127	0.255775004357588	0.798124575672099	NA	yes_vs_no	NA	1.906	2.674	0.803	0.612
hsa-miR-3140-5p	1.08624067755053	1.55649426120242	0.658095111454071	2.36515092440562	0.0180227246310875	NA	yes_vs_no	NA	0.539	1.321	0	0.297
hsa-miR-3141	1.64528733612586	0.394503100854617	0.487796041412307	0.808746007270619	0.418661258721522	NA	yes_vs_no	NA	1.531	1.598	0.739	0.851
hsa-miR-3141-3p:Novel	29.121164179093	0.287966223274	0.295188600963115	0.975533006133874	0.329295937657657	0.578804484258207	yes_vs_no	FALSE	24.794	31.979	14.096	16.866
hsa-miR-3142	2.35492888338391	0.736874740379233	0.600858262914167	1.22637032035706	0.220059349647441	NA	yes_vs_no	NA	2.661	2.083	0.808	0.842
hsa-miR-3142-5p:Novel	0.808877911494348	1.01822632880768	0.820450724550386	1.24105726077051	0.214584596582102	NA	yes_vs_no	NA	0.513	0.938	0	0
hsa-miR-3143	1.05235762763444	0.46857843172862	0.517505887050898	0.905455268149508	0.365224247428591	NA	yes_vs_no	NA	0.874	1.06	0.451	0.57
hsa-miR-3143-3p:Novel	5.22622057626091	0.398822522715269	0.401486277606516	0.993365265415478	0.320531982332913	0.568978271326457	yes_vs_no	FALSE	4.782	5.285	2.428	2.727
hsa-miR-3144-3p	2.89649111379656	0.0140499450454817	0.756687493744162	0.0185676982395483	NA	NA	yes_vs_no	NA	4.846	1.216	0.295	0
hsa-miR-3144-5p	0.443808605196887	0.776385540548936	1.09007440439549	0.712231694844249	0.476321313283204	NA	yes_vs_no	NA	0.207	0.593	0	0
hsa-miR-3145-3p	11.4484639393719	1.88277226447238	0.689328874578173	2.73131205424192	0.00630827099925141	0.0953840976392834	yes_vs_no	FALSE	1.776	17.19	1.102	1.135
hsa-miR-3145-5p	0.433534213319779	0.370856739684647	0.903153163008032	0.410624415519373	0.681347957877465	NA	yes_vs_no	NA	0.374	0.469	0	0
hsa-miR-3146	4.17524379234103	0.699675608740793	0.510054133822518	1.37176735241255	0.17013587364173	NA	yes_vs_no	NA	3.511	4.39	1.491	1.723
hsa-miR-3146-5p:Novel	1.85745184986169	-0.195495381437696	0.626426869975717	-0.31208013386347	0.754979623973101	NA	yes_vs_no	NA	1.429	2.081	0.478	0.431
hsa-miR-3147	4.26619989982227	-0.0406717892395417	0.396550395575225	-0.102563986049098	0.91830902702332	NA	yes_vs_no	NA	4.538	3.699	2.862	2.641
hsa-miR-3147-3p:Novel	5.98766779078268	-0.292759009287606	0.362101005289288	-0.808500956946298	0.418802255391571	0.652105248779679	yes_vs_no	FALSE	5.121	6.216	4.033	4.03
hsa-miR-3148	2.02948628191482	-0.335300856435029	0.526051122279831	-0.6373921511314	0.523869439617447	NA	yes_vs_no	NA	1.416	2.283	0.841	1.023
hsa-miR-3148-3p:Novel	3.48945750878062	0.485206504386188	0.586890988959496	0.826740422861859	0.40838420455249	NA	yes_vs_no	NA	2.658	4.277	0.959	0.667
hsa-miR-3149	23.0972987108494	0.0846605330725812	0.472997995614175	0.178987086325074	0.857947841573089	0.938431048548633	yes_vs_no	FALSE	14.258	29.805	6.204	6.938
hsa-miR-3149-5p:Novel	2.13664536106377	0.275453518041377	0.568955852003313	0.484138649899629	0.628287473221039	NA	yes_vs_no	NA	1.884	11.952	0.55	0.585
hsa-miR-3150a-3p	2.44196793702359	1.05114343359569	0.489712150664757	2.14645160870283	0.0318369656166399	NA	yes_vs_no	NA	1.207	3.498	0.853	0.693
hsa-miR-3150a-5p	0.723103337043565	1.27513033370804	0.741594234580247	1.71944477754709	0.0855334147664683	NA	yes_vs_no	NA	0.432	0.864	0	0
hsa-miR-3150b-3p	1.99269326329122	0.303325810399404	0.467577909706017	0.648717153019731	0.516521215197358	NA	yes_vs_no	NA	1.572	2.185	1.218	0.872
hsa-miR-3150b-5p	2.6913388548424	0.409794081416982	0.510418740828788	0.802858611248448	0.422056460721489	NA	yes_vs_no	NA	3.318	2.128	0.851	0.666
hsa-miR-3151-3p	0.683869977924288	0.514088375705128	0.718061428248861	0.715939271322284	0.474028848070074	NA	yes_vs_no	NA	0.632	0.63	0	0
hsa-miR-3151-5p	2.0760215229686	0.764104797745848	0.4907309474929	1.55707481186909	0.119452724458106	NA	yes_vs_no	NA	1.988	2.048	0.931	0.84
hsa-miR-3152-3p	1.73988696432894	0.694791047937786	0.480162586213512	1.44699122315381	0.147899381764861	NA	yes_vs_no	NA	1.302	1.928	0.475	1.234
hsa-miR-3152-5p	0.334472559406537	0.67408402987834	0.937705998541576	0.718865007717504	0.472224098630682	NA	yes_vs_no	NA	0.288	0.333	0	0
hsa-miR-3153	3.73987794396178	0.788536582755587	0.400926240975245	1.96678715974661	0.0492077534991175	NA	yes_vs_no	NA	3.533	3.599	2.237	1.781
hsa-miR-3153-5p:Novel	2.34541627737705	1.02763569287619	0.458446549764073	2.24156053394892	0.0249897890843363	NA	yes_vs_no	NA	1.547	2.74	0.746	1.479
hsa-miR-3154	55.8001759524635	0.0399180415923452	0.458506188421189	0.0870610748565863	0.930622965625201	0.971270810263787	yes_vs_no	FALSE	70.259	43.932	11.284	11.157
hsa-miR-3154-5p:Novel	17.2446721332532	0.845083945977808	0.356269857601975	2.37203324374957	0.0176904989488582	0.1411234822102	yes_vs_no	FALSE	14.462	17.523	12.512	12.82
hsa-miR-3155a	19.858624352026	0.399070721876957	0.337219607325355	1.18341494150406	0.236644738576451	0.490891151923052	yes_vs_no	FALSE	18.156	19.348	15.201	13.055
hsa-miR-3155a-5p:Novel	2.52191638163388	0.286155100958146	0.45487871770793	0.629079993893848	0.529296687292957	NA	yes_vs_no	NA	2.212	2.568	1.557	1.257
hsa-miR-3155b	19.679880927479	0.317363416108484	0.372700084842354	0.851524936579295	0.394477817163228	0.633001603184807	yes_vs_no	FALSE	16.776	19.807	12.182	12.655
hsa-miR-3155b-5p:Novel	0.817153619809686	-0.10702989628586	0.700527465573378	-0.152784725147438	0.878568043868428	NA	yes_vs_no	NA	0.897	0.738	0.288	0
hsa-miR-3156-3p	49.1140019021013	-0.188350452262065	0.502045099609932	-0.375166399210759	0.707536717727839	0.8658115330488	yes_vs_no	FALSE	62.043	32.977	12.377	11.544
hsa-miR-3156-5p	5.9106918927333	-0.112233868433872	0.431650166390493	-0.260011178432721	0.794855150937821	0.90799835697211	yes_vs_no	FALSE	6.981	4.744	3.03	3.297
hsa-miR-3157-3p	8.02969527029771	-1.63792161407469	0.572381325573098	-2.86159163637059	0.00421519630063188	0.0837177681791506	yes_vs_no	FALSE	10.458	5.331	2.288	1.998
hsa-miR-3157-5p	0.986707153887682	1.1048821549419	0.811619085934202	1.36133091753276	0.173409136660608	NA	yes_vs_no	NA	0.357	1.323	0	0
hsa-miR-3158-3p	3.61209564474561	0.725055993060067	0.521063518961809	1.3914925276379	0.164076123998144	NA	yes_vs_no	NA	2.36	4.528	1.618	1.399
