miRNA	min	max	mean	median	sd
hsa-miR-4285-3p:Novel	0	223	19.04	10	28.0067395533901
hsa-miR-4286	0	36	1.73	0	4.08844337697211
hsa-miR-4286-3p:Novel	0	406	25.92	13	40.9970882819144
hsa-miR-4287	0	14	0.68	0	1.45995077573676
hsa-miR-4287-3p:Novel	0	92	4.4	2	8.89693797897937
hsa-miR-4288	0	1749	34.75	6	136.361012387247
hsa-miR-4288-5p:Novel	0	71	4.75	2	8.09788239447981
hsa-miR-4289	0	13	1.29	1	2.22849348605828
hsa-miR-4289-3p:Novel	0	167	10.42	4	21.0041681029553
hsa-miR-429	0	541	18.87	2	62.4173984275334
hsa-miR-429-5p:Novel	0	43	5.76	3	7.7632026494641
hsa-miR-4290	0	346	25.58	14	36.7569448998697
hsa-miR-4290-5p:Novel	0	338	19.02	11	29.9879927626115
hsa-miR-4291	0	149	7.94	4	13.7640640735012
hsa-miR-4291-3p:Novel	0	106	8.1	5	10.9932439866092
hsa-miR-4292	0	26	2.34	1	3.4105137827381
hsa-miR-4292-5p:Novel	0	18	1	0	2.15658145443929
hsa-miR-4293	0	87	6.15	3	10.6542525560684
hsa-miR-4293-5p:Novel	0	143	6.77	3	13.2296501143788
hsa-miR-4294	0	15	1.45	1	2.18890166831256
hsa-miR-4294-3p:Novel	0	185	11.7	4	23.1876685751918
hsa-miR-4295	0	107	7.08	3	13.128583360392
hsa-miR-4295-3p:Novel	0	380	7.37	1	35.6768612242814
hsa-miR-4296	0	1394	22.57	5	97.3063775704338
hsa-miR-4296-3p:Novel	0	551	20.73	6	58.8757612367823
hsa-miR-4297	0	160	3.6	2	11.1614478986782
hsa-miR-4297-3p:Novel	0	60	5.31	3	8.04613611300303
hsa-miR-4298	0	83	2.21	1	6.79987017696373
hsa-miR-4298-3p:Novel	0	129	8.03	3	16.0021180335562
hsa-miR-4299	0	106	2.11	0	8.93470509628686
hsa-miR-4299-5p:Novel	0	33	2.4	1	3.69171943184675
hsa-miR-4300	0	348	10.09	4	27.5301642792405
hsa-miR-4300-5p:Novel	0	158	12.82	5	22.726168303651
hsa-miR-4301	0	161	4.52	1	14.8047876532374
hsa-miR-4301-3p:Novel	0	289	12.04	5	31.3095399943435
hsa-miR-4302	0	22	1.28	0	2.78024490442439
hsa-miR-4302-3p:Novel	0	528	23.37	8	54.2999537618659
hsa-miR-4303	0	127	3.54	1	11.0819561833143
hsa-miR-4303-3p:Novel	0	360	10.91	4	27.0784239999733
hsa-miR-4304	0	104	7.09	3	13.4521994253692
hsa-miR-4304-3p:Novel	0	34	2.65	1	4.68082185482886
hsa-miR-4305	0	91	3.91	2	7.67022548788983
hsa-miR-4305-3p:Novel	0	599	15.32	3	53.8442236621981
hsa-miR-4306	0	155	7.7	3	15.9440515346616
hsa-miR-4306-5p:Novel	0	279	28.55	16	39.8162685962809
hsa-miR-4307	0	174	3.1	1	12.4077161778005
hsa-miR-4307-5p:Novel	0	22	1.15	0	2.1540236689863
hsa-miR-4308	0	71	3.18	1	6.74379164608994
hsa-miR-4308-5p:Novel	0	50	1.94	1	4.69972242307237
hsa-miR-4309	0	467	43.89	19	70.9571360897138
hsa-miR-4309-3p:Novel	0	2095	67.26	19	204.433837940329
hsa-miR-431-3p	0	400	6.5	1	31.73056348646
hsa-miR-431-5p	0	105	3.08	1	9.39493871531663
hsa-miR-4310	0	115	2.53	1	8.68560257961886
hsa-miR-4310-5p:Novel	0	130	3.13	1	11.2942877954422
hsa-miR-4311	0	558	41.82	24	64.0883369472358
hsa-miR-4311-3p:Novel	0	198	22.56	10	34.4688432407942
hsa-miR-4312	0	98	6.71	4	10.8055211195796
hsa-miR-4312-5p:Novel	0	104	7.61	3	13.0604816242553
hsa-miR-4313	0	342	28.91	13	46.5269630182504
hsa-miR-4313-3p:Novel	0	457	27.53	16	39.7612524015664
hsa-miR-4314	0	94	6.38	3	10.2180967532097
hsa-miR-4314-3p:Novel	0	565	17.94	7	44.562488032512
hsa-miR-4315	0	121	4.65	2	9.79506411627216
hsa-miR-4315-3p:Novel	0	2018	14.57	3	132.901136753463
hsa-miR-4316	0	69	9.21	5	12.1716699189655
hsa-miR-4316-3p:Novel	0	152	8.02	4	14.398708739978
hsa-miR-4317	0	22	0.89	0	2.90682727604974
hsa-miR-4317-3p:Novel	0	337	7.88	2	24.9771784247157
hsa-miR-4318	0	86	1.72	1	6.16122012406609
hsa-miR-4318-5p:Novel	0	227	6.59	0	22.8358333522064
hsa-miR-4319	0	11	1.14	0	1.8031655357692
hsa-miR-4319-3p:Novel	0	143	5.76	2	14.1549335202555
hsa-miR-432-3p	0	43	2.32	1	5.03714557839251
hsa-miR-432-5p	0	52	3.64	1	6.64345460753602
hsa-miR-4320	0	144	4.93	2	11.9299140976533
hsa-miR-4320-5p:Novel	0	156	2.29	0	11.0164756134411
hsa-miR-4321	0	28	3.48	2	4.93846626148599
hsa-miR-4321-5p:Novel	0	71	3.51	1	8.19120196012625
hsa-miR-4322	0	288	12.55	4	30.3107310592301
hsa-miR-4322-5p:Novel	0	113	14.19	8	18.878889298669
hsa-miR-4323	0	863	33.18	4	102.468268098691
hsa-miR-4323-5p:Novel	0	87	4.06	2	7.88010225464013
hsa-miR-4324	0	86	3.45	1	7.48722457876427
hsa-miR-4324-5p:Novel	0	700	22.06	4	71.775760564741
hsa-miR-4325	0	174	7.94	3	18.7963260275141
hsa-miR-4325-3p:Novel	0	165	7.76	2	18.9394515944427
hsa-miR-4326	0	1394	64.18	15	152.894041927179
hsa-miR-4326-5p:Novel	0	3517	86.54	29	253.136888310985
hsa-miR-4327	0	474	18.77	2	54.7641292183619
hsa-miR-4327-3p:Novel	0	386	30.39	13	49.0988287332866
hsa-miR-4328	0	351	6.39	1	30.7628354077851
hsa-miR-4328-5p:Novel	0	124	2.03	0	10.0519609773864
hsa-miR-4329	0	278	19.15	10	30.5705615726559
hsa-miR-4329-5p:Novel	0	34	2.65	1	4.83559057554465
hsa-miR-433-3p	0	18	0.88	0	1.76975937524375
hsa-miR-433-5p	0	24	1.91	1	3.10722374890845
hsa-miR-4330	0	368	30.18	11	57.0846718502317
hsa-miR-4330-5p:Novel	0	206	14.96	6	27.1138699408632
hsa-miR-4418	0	1161	58.97	20	123.753123358243
hsa-miR-4418-5p:Novel	0	484	4.88	1	32.420685084841
hsa-miR-4420	0	151	5.7	1	18.7443514258143
hsa-miR-4420-5p:Novel	0	63	4.81	2	8.37388927603071
hsa-miR-4421	0	466	21.52	5	47.6600824757509
hsa-miR-4421-5p:Novel	0	491	9.4	1	42.6611588089101
hsa-miR-4422	0	155	7.17	1	20.6580464667931
hsa-miR-4422-3p:Novel	0	26	2.58	1	3.79585817603681
hsa-miR-4423-3p	0	3	0.17	0	0.502030802583504
hsa-miR-4423-5p	0	9	0.59	0	1.4026550438785
hsa-miR-4424	0	113	1.48	0	7.76880294802405
hsa-miR-4424-3p:Novel	0	27	0.94	0	2.41785267201797
hsa-miR-4425	0	1161	14	5	76.3719347260046
hsa-miR-4425-5p:Novel	0	155	6.17	3	12.9550171760241
hsa-miR-4426	0	628	9.56	1	44.4709003867099
hsa-miR-4426-3p:Novel	0	501	10.14	3	37.6132545620679
hsa-miR-4427	0	42	1.27	0	3.68565611171267
hsa-miR-4427-5p:Novel	0	148	4.77	2	10.9180894222222
hsa-miR-4428	0	271	12.76	4	28.0672726180418
hsa-miR-4428-5p:Novel	0	19	1.93	1	3.01987643662238
hsa-miR-4429	0	110	5.73	2	14.3881567378884
hsa-miR-4429-3p:Novel	0	981	23.29	11	68.5985370592236
hsa-miR-4430	0	42	4.55	2	6.68753885713311
hsa-miR-4430-3p:Novel	0	250	13.8	6	28.2911980992669
hsa-miR-4431	0	213	25.01	12	37.5590330078587
hsa-miR-4431-3p:Novel	0	91	7.12	3	12.4805694771464
hsa-miR-4432	0	175	8.52	2	20.1265568138614
hsa-miR-4432-5p:Novel	0	23	1.48	1	2.92889692141285
hsa-miR-4433a-3p	0	37	4.03	2	5.88896005466
hsa-miR-4433a-5p	0	12	0.94	0	1.66354722625555
hsa-miR-4433b-3p	0	120	7.52	3	12.7931353109705
hsa-miR-4433b-5p	0	7	0.52	0	1.00042539420244
hsa-miR-4434	0	34	2.05	1	3.62015472062628
hsa-miR-4434-3p:Novel	0	25	1.25	0	2.81434306029542
hsa-miR-4435	0	34	2.1	1	3.57163628648166
hsa-miR-4435-3p:Novel	0	77	3.38	1	7.4239721070983
hsa-miR-4436a	0	43	4.46	2	6.2110649019488
hsa-miR-4436a-5p:Novel	0	223	6.39	3	16.8086641312498
hsa-miR-4436b-3p	0	154	14.91	9	18.9968149266348
hsa-miR-4436b-5p	0	599	24.57	9	57.5805739393953
hsa-miR-4437	0	1449	104.67	55	141.833466705281
hsa-miR-4437-5p:Novel	0	30	1.56	1	3.12489159202225
hsa-miR-4438	0	211	5.29	1	16.8878341369784
hsa-miR-4438-5p:Novel	0	57	2.34	1	6.11816634699154
hsa-miR-4439	0	16	0.89	0	1.95677161611015
hsa-miR-4439-3p:Novel	0	80	1.88	1	6.05857586993044
hsa-miR-4440	0	77	4.2	1	9.01983409677491
hsa-miR-4440-5p:Novel	0	286	9.94	3	25.7431171482612
hsa-miR-4441	0	766	49.66	23	82.8587428062643
hsa-miR-4441-5p:Novel	0	385	17.23	7	36.5625046406446
hsa-miR-4442	0	164	6.56	3	13.9801996389411
hsa-miR-4442-5p:Novel	0	20	0.94	0	2.07318553642995
hsa-miR-4443	0	240	5.95	1	19.4551297072369
hsa-miR-4443-3p:Novel	0	535	29.15	9	58.5185292872461
hsa-miR-4444	0	120	5.32	2	11.7716891474438
hsa-miR-4444-5p:Novel	0	92	4.15	1	11.0443929108787
hsa-miR-4445-3p	0	13	0.66	0	1.47468902163216
hsa-miR-4445-5p	0	28	1.21	0	3.35454868680004
hsa-miR-4446-3p	0	9	0.67	0	1.21982598467339
hsa-miR-4446-5p	0	2	0.06	0	0.271956499146192
hsa-miR-4447	0	61	5.6	2	10.5049002991228
hsa-miR-4447-5p:Novel	0	399	15.74	4	42.3672647988449
hsa-miR-4448	0	217	4.03	1	16.4978741213946
hsa-miR-4448-5p:Novel	0	278	13.74	3	32.4042721052854
hsa-miR-4449	0	1475	90.75	42	156.626554017551
hsa-miR-4449-5p:Novel	0	24	2.65	2	3.54091917841814
hsa-miR-4450	0	24	1.03	0	2.11709533197369
hsa-miR-4450-3p:Novel	0	109	6.26	2	12.4288577852428
hsa-miR-4451	0	75	5.99	2	10.4481442900695
hsa-miR-4451-5p:Novel	0	2080	67.46	30	153.589156685471
hsa-miR-4452	0	1136	45.3	11	125.409690166853
hsa-miR-4452-5p:Novel	0	29	1.42	0	3.12027651010003
hsa-miR-4453	0	240	13.09	7	24.0909830119767
hsa-miR-4453-3p:Novel	0	299	23.7	12	36.1760879375288
hsa-miR-4454	0	15	1.09	0	2.46624391232391
hsa-miR-4454-3p:Novel	0	945	13.42	3	67.3536925883311
hsa-miR-4455	0	20	2.17	1	2.97774290188048
hsa-miR-4455-3p:Novel	0	334	8.61	2	31.7290003898521
hsa-miR-4456	0	35	1.91	1	3.50263648347297
hsa-miR-4456-3p:Novel	0	148	4.05	1	13.2636528045073
hsa-miR-4457	0	52	4.42	3	6.79400760174622
hsa-miR-4457-5p:Novel	0	56	1.47	1	4.12833385846444
hsa-miR-4458	0	54	1.27	0	3.90756373128382
hsa-miR-4458-3p:Novel	0	157	7.66	4	13.6594245897957
hsa-miR-4460	0	29	2.71	1	4.38243649047133
hsa-miR-4460-3p:Novel	0	200	11.28	3	23.6727752616716
hsa-miR-4462	0	102	7.65	4	11.3675167941037
hsa-miR-4462-5p:Novel	0	193	5.95	2	17.7831019624318
hsa-miR-4463	0	387	9.06	3	28.9959241189144
hsa-miR-4463-5p:Novel	0	96	5.98	2	11.8558023279001
hsa-miR-4464	0	73	3.2	0	10.0934255047242
hsa-miR-4464-3p:Novel	0	88	2.73	1	6.9281925496718
hsa-miR-4465	0	20	1.13	0	2.44144842580486
hsa-miR-4465-5p:Novel	0	20	1.64	1	2.90361799899549
hsa-miR-4466	0	111	8.35	4	13.2413181756858
hsa-miR-4466-3p:Novel	0	1119	90.86	33	145.6820108938
hsa-miR-4467	0	66	3.77	2	6.66273223895183
hsa-miR-4467-3p:Novel	0	179	9.08	4	17.1389616434537
hsa-miR-4468	0	304	9.61	3	24.3136151061979
hsa-miR-4468-5p:Novel	0	32	1.82	1	3.78847242423129
hsa-miR-4469	0	178	6.73	3	14.1262018325941
hsa-miR-4469-5p:Novel	0	133	13.12	5	20.7137084541169
hsa-miR-4470	0	311	8.54	2	26.9480552894523
hsa-miR-4470-5p:Novel	0	31	2.86	1	4.82879525125172
hsa-miR-4471	0	139	13.51	6	20.120353430534
hsa-miR-4471-5p:Novel	0	33	1.69	0	4.14194729491019
hsa-miR-4472	0	278	27.3	14	39.1426970528811
hsa-miR-4472-1-5p:Novel	0	157	4.7	1	12.9410083877134
hsa-miR-4472-2-3p:Novel	0	63	7.56	4	9.59915307854637
hsa-miR-4473	0	449	13.43	2	42.7235036634456
hsa-miR-4473-5p:Novel	0	76	2.31	1	6.25732366530769
hsa-miR-4474-3p	0	409	4.79	1	27.4229874060326
hsa-miR-4474-5p	0	36	0.87	0	2.75499197107589
hsa-miR-4475	0	66	2.78	1	6.96184021506595
hsa-miR-4475-5p:Novel	0	35	0.72	0	2.54214876615579
hsa-miR-4476	0	68	5.13	3	7.86603226025124
hsa-miR-4476-5p:Novel	0	3549	81.39	1	294.792515134677
hsa-miR-4477a	0	46	3.18	1	5.94553743752782
hsa-miR-4477b-3p:Novel	0	36	1.34	0	3.76818269577925
hsa-miR-4477b-5p:Novel	0	33	1.8	1	3.55311813941692
hsa-miR-4478	0	770	7.47	2	51.8494201023971
hsa-miR-4478-3p:Novel	0	132	7.29	3	14.0724317656868
hsa-miR-4479	0	123	6.82	3	12.4870733812187
hsa-miR-4479-5p:Novel	0	193	3.88	1	13.4521237896906
hsa-miR-448	0	75	4.73	2	8.2779052994232
hsa-miR-448-5p:Novel	0	129	7.31	3	12.9936574502785
hsa-miR-4480	0	61	3.77	1	7.94200014396963
hsa-miR-4480-5p:Novel	0	34	1.61	0	3.86252778781554
hsa-miR-4481	0	13	0.27	0	1.09459027375396
hsa-miR-4481-3p:Novel	0	111	5.11	3	9.38871240771895
hsa-miR-4482-3p	0	20	0.6	0	1.7737062165943
hsa-miR-4482-5p	0	63	5.04	2	8.7026186012867
hsa-miR-4483	0	21	0.53	0	1.69686397318572
hsa-miR-4483-5p:Novel	0	239	5.57	1	22.1331279191927
hsa-miR-4484	0	92	6	2	10.8713074801632
hsa-miR-4484-5p:Novel	0	154	6.79	3	14.9411590722929
hsa-miR-4485-3p	0	21	2.36	1	3.5035183905497
hsa-miR-4485-5p	0	31	1.28	0	2.96012796262729
hsa-miR-4486	0	12	0.77	0	1.56674076721111
hsa-miR-4486-3p:Novel	0	495	16.75	8	38.4378170065894
hsa-miR-4487	0	1499	155.16	78	225.399279847845
hsa-miR-4487-5p:Novel	0	510	9.34	2	40.2293111635141
hsa-miR-4488	0	332	13.22	1	36.5631148288931
hsa-miR-4488-3p:Novel	0	4783	195.22	70	472.811454716167
hsa-miR-4489	0	244	24.29	13	32.1116153189125
hsa-miR-4489-3p:Novel	0	947	36.93	10	98.501682579878
hsa-miR-4490	0	86	2.81	1	7.81788703571001
hsa-miR-4490-5p:Novel	0	22	1.12	0	2.49947456369706
hsa-miR-4491	0	27	1.85	1	3.54833534708679
hsa-miR-4491-5p:Novel	0	27	1.78	1	3.81263487595533
hsa-miR-4492	0	100	6.78	3	11.7573151935048
hsa-miR-4492-5p:Novel	0	1280	49.24	20	129.702362456118
hsa-miR-4493	0	488	20.84	6	50.1441510179231
hsa-miR-4493-5p:Novel	0	386	11.75	3	35.821038660469
hsa-miR-4494	0	351	46.02	27	59.3944997500811
hsa-miR-4494-5p:Novel	0	547	11.57	3	42.036069224891
hsa-miR-4495	0	6	0.19	0	0.609935740240019
hsa-miR-4495-3p:Novel	0	10	0.87	0	1.49155285180353
hsa-miR-4496	0	39	3.09	1	5.05534340733735
hsa-miR-4496-5p:Novel	0	303	15.88	9	25.9265071381433
hsa-miR-4497	0	217	21.03	11	28.9260941213784
hsa-miR-4497-3p:Novel	0	747	64.45	36	98.0791327419546
hsa-miR-4498	0	27	2.82	1	4.12052493814471
hsa-miR-4498-3p:Novel	0	175	7.88	3	18.2883832599101
hsa-miR-4499	0	100	4.29	1	11.5978138744196
hsa-miR-4499-3p:Novel	0	455	12.77	3	40.3935107550012
hsa-miR-449a	0	318	3.82	1	23.1364421072402
hsa-miR-449a-3p:Novel	0	375	15.18	4	43.8596795340139
hsa-miR-449b-3p	0	27	0.62	0	2.0331353100542
hsa-miR-449b-5p	0	157	3.76	2	10.9651762200512
hsa-miR-449c-3p	0	24	0.38	0	1.7823418968495
hsa-miR-449c-5p	0	102	6.95	4	11.9903842017143
hsa-miR-4500	0	414	10.13	2	35.5579223637948
hsa-miR-4500-5p:Novel	0	66	1.72	0	5.85577548717196
hsa-miR-4501	0	24	2.1	0	4.3428140691002
hsa-miR-4501-3p:Novel	0	58	3.34	2	6.11605243441342
hsa-miR-4502	0	73	2.29	1	7.07233393974968
hsa-miR-4502-5p:Novel	0	53	4.64	2	7.11404435278738
hsa-miR-4503	0	6	0.43	0	1.00661935299755
hsa-miR-4503-3p:Novel	0	70	1.41	0	5.24422767724081
hsa-miR-4504	0	491	28	5	61.8950725017751
hsa-miR-4504-5p:Novel	0	29	1.4	1	2.75577749552721
hsa-miR-4505	0	1453	118.93	56	187.773889150744
hsa-miR-4505-3p:Novel	0	430	23.03	10	44.5357658333189
hsa-miR-4506	0	813	30.58	10	71.5487215126601
hsa-miR-4506-5p:Novel	0	9	1.04	0	1.54190155698254
hsa-miR-4507	0	119	6.3	3	11.7527261706972
hsa-miR-4507-5p:Novel	0	32	2.31	1	3.73344106837652
hsa-miR-4508	0	115	6.58	2	14.4372330585489
hsa-miR-4508-3p:Novel	0	3653	130.84	47	329.325964742718
hsa-miR-4509	0	492	12.3	4	36.1295899436777
hsa-miR-4509-3p:Novel	0	77	10.02	4	14.9900675023012
hsa-miR-450a-1-3p	0	6	0.45	0	0.932373693566394
hsa-miR-450a-2-3p	0	170	1.65	0	11.3943500067518
hsa-miR-450a-5p	0	171	3.3	1	11.7574206129652
hsa-miR-450b-3p	0	14	0.28	0	1.10114501736485
hsa-miR-450b-5p	0	5	0.24	0	0.671272506629004
hsa-miR-4510	0	20	1.44	1	2.29818860406387
hsa-miR-4510-3p:Novel	0	196	8.77	3	19.7701757464478
hsa-miR-4511	0	37	4.05	2	6.61974602553996
hsa-miR-4511-3p:Novel	0	255	13.22	4	26.5852432581361
hsa-miR-4512	0	218	11.21	2	27.148003545243
hsa-miR-4512-5p:Novel	0	48	2.82	2	4.54499970816231
hsa-miR-4513	0	346	15.52	6	31.4302813691966
hsa-miR-4513-3p:Novel	0	384	24.02	15	36.0574213587874
hsa-miR-4514	0	139	4.98	0	15.2439828901597
hsa-miR-4514-3p:Novel	0	244	13.25	5	28.7077697514525
hsa-miR-4515	0	1458	32.73	5	114.656240724492
hsa-miR-4515-3p:Novel	0	411	7.21	2	30.0812199108931
hsa-miR-4516	0	44	3.62	1	6.05533533215994
hsa-miR-4516-3p:Novel	0	2505	151.99	60	278.600566740399
hsa-miR-4517	0	166	6.27	2	18.8329733841496
hsa-miR-4517-3p:Novel	0	104	3.7	1	10.259681408394
hsa-miR-4518	0	280	13.02	5	25.288501827912
hsa-miR-4518-5p:Novel	0	265	7.24	2	21.7581787826927
hsa-miR-4519	0	1289	40.08	1	127.614645053322
hsa-miR-4519-3p:Novel	0	441	10.99	2	38.6189921883511
hsa-miR-451a	0	11	0.64	0	1.35186878365783
hsa-miR-451a-3p:Novel	0	4712	57.13	1	411.199633417897
hsa-miR-451b	0	273	3.73	0	24.2856936566162
hsa-miR-451b-3p:Novel	0	4191	52.39	1	373.229228560607
hsa-miR-452-3p	0	26	1	0	2.36533878888562
hsa-miR-452-5p	0	288	5.94	1	25.3641716150309
hsa-miR-4520-2-3p	0	155	1.85	0	10.4284172783827
hsa-miR-4520-3p	0	204	22.55	12	32.9564484950987
hsa-miR-4520-5p	0	90	3.25	1	9.69615152765467
hsa-miR-4521	0	23	0.5	0	2.01956905508822
hsa-miR-4521-3p:Novel	0	52	2.98	0	7.61745141629542
hsa-miR-4522	0	574	19.34	7	54.0016974585075
hsa-miR-4522-5p:Novel	0	155	5.82	2	13.69732297934
hsa-miR-4523	0	38	3.86	2	5.77658962679903
hsa-miR-4523-3p:Novel	0	218	15.29	4	31.9455459705314
hsa-miR-4524a-3p	0	9	0.61	0	1.30559014841455
hsa-miR-4524a-5p	0	50	1.7	0	4.4142044054145
hsa-miR-4524b-3p	0	49	1.02	0	3.61028901464638
hsa-miR-4524b-5p	0	29	0.83	0	2.53804848242827
hsa-miR-4525	0	96	1.81	0	6.68642120298848
hsa-miR-4525-3p:Novel	0	3124	28.06	5	208.755861725239
hsa-miR-4526	0	75	4.47	2	8.3974720820408
hsa-miR-4526-5p:Novel	0	53	2.03	1	4.05925384873808
hsa-miR-4527	0	31	3.01	1	4.34749302184136
hsa-miR-4527-3p:Novel	0	471	20.34	8	43.8918406224638
hsa-miR-4528	0	22	0.99	0	2.3807429416612
hsa-miR-4528-5p:Novel	0	3932	91.94	13	388.287721454379
hsa-miR-4529-3p	0	25	0.91	0	2.40860772022316
hsa-miR-4529-5p	0	28	0.94	0	2.40175463707013
hsa-miR-4530	0	603	13.15	5	41.4120921155954
hsa-miR-4530-5p:Novel	0	779	18.17	3	61.3700313336497
hsa-miR-4531	0	26	2.28	1	3.33690487463621
hsa-miR-4531-5p:Novel	0	44	2.19	1	5.12612856071863
hsa-miR-4533	0	310	16.16	5	34.747185724761
hsa-miR-4533-3p:Novel	0	112	10.06	5	14.9245277079383
hsa-miR-4534	0	1218	55.17	15	129.615553426659
hsa-miR-4534-5p:Novel	0	531	24.72	8	60.072560461073
hsa-miR-4535	0	141	5.55	2	13.0357229380418
hsa-miR-4535-5p:Novel	0	202	5.76	1	19.0604773847684
hsa-miR-4536-3p	0	21	1.11	0	2.77171489036596
hsa-miR-4536-5p	0	15	0.76	0	1.93428366784216
hsa-miR-4537	0	17	1.58	1	2.32547550361051
hsa-miR-4537-3p:Novel	0	716	24.65	7	64.2824834573427
hsa-miR-4538	0	31	1.82	1	3.39311192336668
hsa-miR-4538-3p:Novel	0	206	13.19	7	26.0475105524306
hsa-miR-4539	0	32	2.93	2	4.70956457860525
hsa-miR-4539-5p:Novel	0	424	11.45	3	31.6647021062738
hsa-miR-454-3p	0	52	4.74	2	8.47220337242447
hsa-miR-454-5p	0	25	0.46	0	1.98253436390643
hsa-miR-4540	0	60	1.89	1	5.18632053337004
hsa-miR-4540-5p:Novel	0	8	0.37	0	0.896010099258079
hsa-miR-455-3p	0	42	1.39	0	3.86723293872225
hsa-miR-455-5p	0	141	4.49	1	13.2519066903931
hsa-miR-4632-3p	0	65	1.82	0	6.1827168675621
hsa-miR-4632-5p	0	1595	76.03	32	145.071827116567
hsa-miR-4633-3p	0	25	1.75	1	2.97660579073662
hsa-miR-4633-5p	0	69	2.26	1	6.00809416545396
hsa-miR-4634	0	630	44.58	21	71.8129435439115
hsa-miR-4634-5p:Novel	0	142	12.27	6	19.3677547238385
hsa-miR-4635	0	63	6.36	3	9.15654878620301
hsa-miR-4635-5p:Novel	0	205	8.57	1	24.1042293903065
hsa-miR-4636	0	1112	19.97	0	96.7162960389349
hsa-miR-4636-3p:Novel	0	1323	25.18	1	114.66288266584
hsa-miR-4637	0	32	0.69	0	2.42128559768111
hsa-miR-4637-5p:Novel	0	223	3.69	0	22.5639062514638
hsa-miR-4638-3p	0	167	10.86	3	23.5148821347557
hsa-miR-4639-3p	0	9	0.06	0	0.608964407699338
hsa-miR-4639-5p	0	114	2.42	1	7.85225039831847
hsa-miR-4640-3p	0	43	0.98	0	4.58675600180538
hsa-miR-4640-5p	0	55	4.32	2	7.17840942937712
hsa-miR-4641	0	63	4.74	3	7.28100683489728
hsa-miR-4641-5p:Novel	0	48	2.47	1	5.21439844677775
hsa-miR-4642	0	18	1.77	1	2.89540674142906
hsa-miR-4642-3p:Novel	0	232	7.75	3	18.0146085458342
hsa-miR-4643	0	26	0.79	0	2.4924631099768
hsa-miR-4643-5p:Novel	0	38	1.13	0	3.00727375324639
hsa-miR-4644	0	261	16.3	8	27.8470705544374
hsa-miR-4644-5p:Novel	0	552	12.72	3	45.0058840479158
hsa-miR-4645-3p	0	664	22.7	4	64.4389769646983
hsa-miR-4645-5p	0	21	0.71	0	2.25500774673664
hsa-miR-4646-3p	0	6	0.13	0	0.525788976352951
hsa-miR-4646-5p	0	49	3.99	2	7.00029598308681
hsa-miR-4647	0	81	9.82	5	12.1730392431866
hsa-miR-4647-3p:Novel	0	310	8.97	4	23.8364388630215
hsa-miR-4648	0	89	7.43	3	13.3712279379825
hsa-miR-4648-3p:Novel	0	27	3.61	2	4.8679430884803
hsa-miR-4649-3p	0	82	2.09	0	6.73127119046423
hsa-miR-4649-5p	0	442	8.69	3	32.2429991781804
hsa-miR-4650-3p	0	84	5.88	3	9.76107575887008
hsa-miR-4650-5p	0	159	7.29	2	17.2522055694484
hsa-miR-4651	0	48	2.74	1	5.127911013564
hsa-miR-4651-3p:Novel	0	248	21.62	11	32.6974614081373
hsa-miR-4652-3p	0	8	0.43	0	1.07294620382942
hsa-miR-4652-5p	0	109	3.14	1	8.13790783189514
hsa-miR-4653-3p	0	13	1.36	1	2.14700420433358
hsa-miR-4653-5p	0	29	0.83	0	2.28230836620882
hsa-miR-4654	0	1418	39.24	14	110.895241335398
hsa-miR-4654-3p:Novel	0	73	6.2	3	9.30876471334314
hsa-miR-4655-3p	0	359	5.02	1	27.0203381815936
hsa-miR-4655-5p	0	336	27.74	13	41.5790973138186
hsa-miR-4656	0	43	3.95	2	6.66998616237286
hsa-miR-4656-3p:Novel	0	186	11.01	5	18.2099800735346
hsa-miR-4657	0	12	0.77	0	1.46060952972136
hsa-miR-4657-3p:Novel	0	26	1.12	0	2.57631055085796
hsa-miR-4658	0	403	13.61	5	33.6965204524494
hsa-miR-4658-5p:Novel	0	422	6.36	1	31.2346123133259
hsa-miR-4659a-3p	0	25	0.38	0	1.75769729419146
hsa-miR-4659a-5p	0	70	4.11	1	9.05850208188093
hsa-miR-4659b-3p	0	4	0.27	0	0.617351828021863
hsa-miR-4659b-5p	0	3826	77.32	4	331.046424092669
hsa-miR-466	0	317	2.2	0	20.8675543518236
hsa-miR-466-5p:Novel	0	9	0.56	0	1.20606908355416
hsa-miR-4660	0	45	3.8	2	5.89597994799307
hsa-miR-4660-3p:Novel	0	527	17.69	3	51.4418717429482
hsa-miR-4661-3p	0	7	0.49	0	1.06314265750032
hsa-miR-4661-5p	0	15	0.97	0	1.81800110434275
hsa-miR-4662a-3p	0	10	0.52	0	1.3804674553012
hsa-miR-4662a-5p	0	11	0.29	0	1.0089139484293
hsa-miR-4662b	0	10	0.52	0	1.28001914666751
hsa-miR-4662b-5p:Novel	0	15	1.12	0	2.06718048644382
hsa-miR-4663	0	96	4.28	2	8.8801568196364
hsa-miR-4663-3p:Novel	0	52	4.38	2	6.63097625433397
hsa-miR-4664-3p	0	464	21.22	4	51.4030051973427
hsa-miR-4664-5p	0	86	2.12	1	6.37339271308082
hsa-miR-4665-3p	0	13	0.83	0	1.77036554671907
hsa-miR-4665-5p	0	327	9.45	4	23.5195790961141
hsa-miR-4666a-3p	0	106	1.42	0	7.56659546155286
hsa-miR-4666a-5p	0	908	39.55	10	88.7944080835688
hsa-miR-4666b	0	13	1.03	0	1.89462681655574
