ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold
hsa-let-7a-2-3p	1.21714355918244	0.913990028015617	0.864926330571596	0.125821573075887	0	0	-0.383581361329725	0.238478746203296	NA	_53_vs__37	NA
hsa-let-7a-3p	577.446999256244	551.316951820929	242.720015680642	26.7380364755782	23.9037858330359	26.545030835541	-0.0765216206912442	0.765610135654923	0.92891091503865	_53_vs__37	FALSE
hsa-let-7a-5p	16.5089625927956	21.6542464195186	15.120238255618	10.460230145726	8.79442696945472	10.311967624984	-0.118761813542248	0.576435397713785	0.836538318103853	_53_vs__37	FALSE
hsa-let-7b-3p	0.534117616125749	0.769940565268152	0.411556929656347	0	0	0	-0.408951603710443	0.43991289463405	NA	_53_vs__37	NA
hsa-let-7b-5p	316.235161169525	367.705647517832	136.656876561327	15.4259108891434	13.6574880621092	15.8520842006112	0.0260415820358416	0.925206160473867	0.978176059059045	_53_vs__37	FALSE
hsa-let-7c-3p	11.5197749617996	7.33878354721536	8.25443380993123	3.45216705724481	1.85810534498729	1.21817763746516	0.0890259127207596	0.741111020354014	0.917042013858151	_53_vs__37	FALSE
hsa-let-7c-5p	29.9884202666436	22.1004223837275	12.6152283860511	4.25388531435086	2.82615554693004	4.86436011981145	-0.0927803417126391	0.721931263029909	0.909418922139737	_53_vs__37	FALSE
hsa-let-7d-3p	7.59660703542411	4.70918730594278	4.21646665291072	2.22950112314086	2.25967385561204	1.33891813828677	-0.44802432161435	0.140253368705882	0.477659529508537	_53_vs__37	FALSE
hsa-let-7d-5p	67.6803454788822	66.1278272285586	28.1249767400425	5.28687310325403	5.09253900200071	6.88000223946394	0.200414064749644	0.453495184692313	0.766573494429093	_53_vs__37	FALSE
hsa-let-7e-3p	0.111917804205676	0.18564153995884	0.137544610998198	0	0	0	-0.175948935718543	0.828894658200225	NA	_53_vs__37	NA
hsa-let-7e-5p	9.31058825499067	5.53415235371217	7.28824495040264	2.96364956493766	2.37889602190307	3.80156553585349	0.242475451946809	0.326924107323365	0.670947289737023	_53_vs__37	FALSE
hsa-let-7f-1-3p	0.136275928040588	0.119704782648271	0.139349664600874	0	0	0	-0.784719447824312	0.424786781370956	NA	_53_vs__37	NA
hsa-let-7f-2-3p	0.737216145695814	0.588405581370696	0.583742141025423	0	0	0	-0.15061289697882	0.672813460298626	NA	_53_vs__37	NA
hsa-let-7f-5p	3.42831766838253	2.16593365347774	1.94300582928701	1.46232663827589	0.958270911155839	0.94868238402606	-0.671461328847301	0.0161208769677924	0.186703901093948	_53_vs__37	FALSE
hsa-let-7g-3p	8.69947036390665	6.22981088614022	4.09252658444206	4.44939868842092	1.14225928146933	1.0261238401903	-0.609003953387966	0.0101480952032842	0.15348834603326	_53_vs__37	FALSE
hsa-let-7g-5p	353.891239322646	403.62468202976	142.871419855739	9.31558955295973	6.49317238975548	8.84425563139984	0.12344782673263	0.695383381386579	0.896158289051625	_53_vs__37	FALSE
hsa-let-7i-3p	0.417726022715061	0.431326599414249	0.495659140763508	0	0	0	-0.126579689138892	0.757118726070358	NA	_53_vs__37	NA
hsa-let-7i-5p	376.571123779741	484.189459457683	134.580442587314	11.3148012987519	8.11646548719435	11.2556904741705	0.0297082909139047	0.921153243203715	0.977284857297242	_53_vs__37	FALSE
